from	to	value
Good Morning Good Morning	Julia	smile
Good Morning Good Morning	Sexy Sadie	smile
Good Morning Good Morning	Sgt. Pepper's Lonely Hearts Club Band	smile
Good Morning Good Morning	Something	smile
Julia	Sexy Sadie	smile
Julia	Sgt. Pepper's Lonely Hearts Club Band	smile
Julia	Something	smile
Sexy Sadie	Sgt. Pepper's Lonely Hearts Club Band	smile
Sexy Sadie	Something	smile
Sgt. Pepper's Lonely Hearts Club Band	Something	smile
Golden Slumbers	Lucy in the Sky with Diamonds	smiles
Mother Nature's Son	Revolution 9 (Ft. Yoko Ono)	son
Mother Nature's Son	The Continuing Story of Bungalow Bill (Ft. Yoko Ono)	son
Revolution 9 (Ft. Yoko Ono)	The Continuing Story of Bungalow Bill (Ft. Yoko Ono)	son
Honey Pie	I Will	song
Honey Pie	Julia	song
Honey Pie	Mother Nature's Son	song
Honey Pie	Sgt. Pepper's Lonely Hearts Club Band	song
Honey Pie	With a Little Help from My Friends	song
I Will	Julia	song
I Will	Mother Nature's Son	song
I Will	Sgt. Pepper's Lonely Hearts Club Band	song
I Will	With a Little Help from My Friends	song
Julia	Mother Nature's Son	song
Julia	Sgt. Pepper's Lonely Hearts Club Band	song
Julia	With a Little Help from My Friends	song
Mother Nature's Son	Sgt. Pepper's Lonely Hearts Club Band	song
Mother Nature's Son	With a Little Help from My Friends	song
Sgt. Pepper's Lonely Hearts Club Band	With a Little Help from My Friends	song
Love You To	Mother Nature's Son	songs
Within You Without You	Yer Blues	soul
And Your Bird Can Sing	Being for the Benefit of Mr. Kite!	sound
And Your Bird Can Sing	I'm Looking Through You	sound
And Your Bird Can Sing	Mother Nature's Son	sound
Being for the Benefit of Mr. Kite!	I'm Looking Through You	sound
Being for the Benefit of Mr. Kite!	Mother Nature's Son	sound
I'm Looking Through You	Mother Nature's Son	sound
I Want to Tell You	Julia	speak
Doctor Robert	Good Day Sunshine	special
If I Needed Someone	Martha My Dear	spend
If I Needed Someone	Run for Your Life	spend
Martha My Dear	Run for Your Life	spend
Fixing a Hole	Glass Onion	standing
Fixing a Hole	Love You To	standing
Fixing a Hole	Lovely Rita	standing
Fixing a Hole	Revolution 9 (Ft. Yoko Ono)	standing
Fixing a Hole	She's Leaving Home	standing
Glass Onion	Love You To	standing
Glass Onion	Lovely Rita	standing
Glass Onion	Revolution 9 (Ft. Yoko Ono)	standing
Glass Onion	She's Leaving Home	standing
Love You To	Lovely Rita	standing
Love You To	Revolution 9 (Ft. Yoko Ono)	standing
Love You To	She's Leaving Home	standing
Lovely Rita	Revolution 9 (Ft. Yoko Ono)	standing
Lovely Rita	She's Leaving Home	standing
Revolution 9 (Ft. Yoko Ono)	She's Leaving Home	standing
And Your Bird Can Sing	Drive My Car	start
And Your Bird Can Sing	Girl	start
And Your Bird Can Sing	Good Morning Good Morning	start
Drive My Car	Girl	start
Drive My Car	Good Morning Good Morning	start
Girl	Good Morning Good Morning	start
For No One	Girl	stay
For No One	Got to Get You into My Life	stay
For No One	I'm Only Sleeping	stay
For No One	Maxwell's Silver Hammer	stay
For No One	Norwegian Wood (This Bird Has Flown)	stay
For No One	When I'm Sixty-Four	stay
For No One	You Won't See Me	stay
Girl	Got to Get You into My Life	stay
Girl	I'm Only Sleeping	stay
Girl	Maxwell's Silver Hammer	stay
Girl	Norwegian Wood (This Bird Has Flown)	stay
Girl	When I'm Sixty-Four	stay
Girl	You Won't See Me	stay
Got to Get You into My Life	I'm Only Sleeping	stay
Got to Get You into My Life	Maxwell's Silver Hammer	stay
Got to Get You into My Life	Norwegian Wood (This Bird Has Flown)	stay
Got to Get You into My Life	When I'm Sixty-Four	stay
Got to Get You into My Life	You Won't See Me	stay
I'm Only Sleeping	Maxwell's Silver Hammer	stay
I'm Only Sleeping	Norwegian Wood (This Bird Has Flown)	stay
I'm Only Sleeping	When I'm Sixty-Four	stay
I'm Only Sleeping	You Won't See Me	stay
Maxwell's Silver Hammer	Norwegian Wood (This Bird Has Flown)	stay
Maxwell's Silver Hammer	When I'm Sixty-Four	stay
Maxwell's Silver Hammer	You Won't See Me	stay
Norwegian Wood (This Bird Has Flown)	When I'm Sixty-Four	stay
Norwegian Wood (This Bird Has Flown)	You Won't See Me	stay
When I'm Sixty-Four	You Won't See Me	stay
Helter Skelter	I'm So Tired	stop
Helter Skelter	In My Life	stop
Helter Skelter	Sgt. Pepper's Lonely Hearts Club Band	stop
I'm So Tired	In My Life	stop
I'm So Tired	Sgt. Pepper's Lonely Hearts Club Band	stop
In My Life	Sgt. Pepper's Lonely Hearts Club Band	stop
Fixing a Hole	Mean Mr. Mustard	stops
I'm Only Sleeping	Mother Nature's Son	stream
Good Morning Good Morning	Taxman	street
Sgt. Pepper's Lonely Hearts Club Band	Something	style
Got to Get You into My Life	Lucy in the Sky with Diamonds	suddenly
Dear Prudence	Good Day Sunshine	sun
Dear Prudence	Good Night	sun
Dear Prudence	Here Comes the Sun	sun
Dear Prudence	Julia	sun
Dear Prudence	Lucy in the Sky with Diamonds	sun
Dear Prudence	Mother Nature's Son	sun
Dear Prudence	Sun King	sun
Dear Prudence	Yellow Submarine	sun
Good Day Sunshine	Good Night	sun
Good Day Sunshine	Here Comes the Sun	sun
Good Day Sunshine	Julia	sun
Good Day Sunshine	Lucy in the Sky with Diamonds	sun
Good Day Sunshine	Mother Nature's Son	sun
Good Day Sunshine	Sun King	sun
Good Day Sunshine	Yellow Submarine	sun
Good Night	Here Comes the Sun	sun
Good Night	Julia	sun
Good Night	Lucy in the Sky with Diamonds	sun
Good Night	Mother Nature's Son	sun
Good Night	Sun King	sun
Good Night	Yellow Submarine	sun
Here Comes the Sun	Julia	sun
Here Comes the Sun	Lucy in the Sky with Diamonds	sun
Here Comes the Sun	Mother Nature's Son	sun
Here Comes the Sun	Sun King	sun
Here Comes the Sun	Yellow Submarine	sun
Julia	Lucy in the Sky with Diamonds	sun
Julia	Mother Nature's Son	sun
Julia	Sun King	sun
Julia	Yellow Submarine	sun
Lucy in the Sky with Diamonds	Mother Nature's Son	sun
Lucy in the Sky with Diamonds	Sun King	sun
Lucy in the Sky with Diamonds	Yellow Submarine	sun
Mother Nature's Son	Sun King	sun
Mother Nature's Son	Yellow Submarine	sun
Sun King	Yellow Submarine	sun
Dear Prudence	Good Day Sunshine	sunny
Dear Prudence	Sexy Sadie	sunny
Good Day Sunshine	Sexy Sadie	sunny
Good Day Sunshine	The Word	sunshine
Good Night	Ob-La-Di, Ob-La-Da	sweet
Good Night	Savoy Truffle	sweet
Good Night	You Never Give Me Your Money	sweet
Ob-La-Di, Ob-La-Da	Savoy Truffle	sweet
Ob-La-Di, Ob-La-Da	You Never Give Me Your Money	sweet
Savoy Truffle	You Never Give Me Your Money	sweet
Cry Baby Cry	Rocky Raccoon	table
Cry Baby Cry	Sexy Sadie	table
Rocky Raccoon	Sexy Sadie	table
A Day in the Life	For No One	takes
A Day in the Life	Mean Mr. Mustard	takes
A Day in the Life	Ob-La-Di, Ob-La-Da	takes
For No One	Mean Mr. Mustard	takes
For No One	Ob-La-Di, Ob-La-Da	takes
Mean Mr. Mustard	Ob-La-Di, Ob-La-Da	takes
Fixing a Hole	I'm Only Sleeping	taking
Fixing a Hole	Revolution 9 (Ft. Yoko Ono)	taking
I'm Only Sleeping	Revolution 9 (Ft. Yoko Ono)	taking
Lucy in the Sky with Diamonds	Savoy Truffle	tangerine
Getting Better	Sgt. Pepper's Lonely Hearts Club Band	taught
Cry Baby Cry	Good Morning Good Morning	tea
Cry Baby Cry	Lovely Rita	tea
Good Morning Good Morning	Lovely Rita	tea
For No One	Long, Long, Long	tears
For No One	Wait	tears
For No One	You Won't See Me	tears
Long, Long, Long	Wait	tears
Long, Long, Long	You Won't See Me	tears
Wait	You Won't See Me	tears
Michelle	Think for Yourself	telling
Being for the Benefit of Mr. Kite!	Mean Mr. Mustard	ten
Here, There and Everywhere	I'm Looking Through You	thinking
Here, There and Everywhere	If I Needed Someone	thinking
Here, There and Everywhere	The Word	thinking
Here, There and Everywhere	Think for Yourself	thinking
I'm Looking Through You	If I Needed Someone	thinking
I'm Looking Through You	The Word	thinking
I'm Looking Through You	Think for Yourself	thinking
If I Needed Someone	The Word	thinking
If I Needed Someone	Think for Yourself	thinking
The Word	Think for Yourself	thinking
Back in the U.S.S.R.	I'm Only Sleeping	till
Back in the U.S.S.R.	Nowhere Man	till
Back in the U.S.S.R.	Wait	till
Back in the U.S.S.R.	When I'm Sixty-Four	till
Back in the U.S.S.R.	Yellow Submarine	till
I'm Only Sleeping	Nowhere Man	till
I'm Only Sleeping	Wait	till
I'm Only Sleeping	When I'm Sixty-Four	till
I'm Only Sleeping	Yellow Submarine	till
Nowhere Man	Wait	till
Nowhere Man	When I'm Sixty-Four	till
Nowhere Man	Yellow Submarine	till
Wait	When I'm Sixty-Four	till
Wait	Yellow Submarine	till
When I'm Sixty-Four	Yellow Submarine	till
Being for the Benefit of Mr. Kite!	Birthday	time
Being for the Benefit of Mr. Kite!	Carry That Weight	time
Being for the Benefit of Mr. Kite!	Doctor Robert	time
Being for the Benefit of Mr. Kite!	Drive My Car	time
Being for the Benefit of Mr. Kite!	Fixing a Hole	time
Being for the Benefit of Mr. Kite!	For No One	time
Being for the Benefit of Mr. Kite!	Getting Better	time
Being for the Benefit of Mr. Kite!	Girl	time
Being for the Benefit of Mr. Kite!	Good Morning Good Morning	time
Being for the Benefit of Mr. Kite!	Good Night	time
Being for the Benefit of Mr. Kite!	Got to Get You into My Life	time
Being for the Benefit of Mr. Kite!	Honey Pie	time
Being for the Benefit of Mr. Kite!	I Want to Tell You	time
Being for the Benefit of Mr. Kite!	I'm Only Sleeping	time
Being for the Benefit of Mr. Kite!	If I Needed Someone	time
Being for the Benefit of Mr. Kite!	Long, Long, Long	time
Being for the Benefit of Mr. Kite!	Love You To	time
Being for the Benefit of Mr. Kite!	Norwegian Wood (This Bird Has Flown)	time
Being for the Benefit of Mr. Kite!	Nowhere Man	time
Being for the Benefit of Mr. Kite!	Piggies	time
Being for the Benefit of Mr. Kite!	Revolution 9 (Ft. Yoko Ono)	time
Being for the Benefit of Mr. Kite!	Savoy Truffle	time
Being for the Benefit of Mr. Kite!	Sgt. Pepper's Lonely Hearts Club Band (Reprise)	time
Being for the Benefit of Mr. Kite!	Think for Yourself	time
Being for the Benefit of Mr. Kite!	Wait	time
Being for the Benefit of Mr. Kite!	What Goes On	time
Being for the Benefit of Mr. Kite!	With a Little Help from My Friends	time
Being for the Benefit of Mr. Kite!	Within You Without You	time
Being for the Benefit of Mr. Kite!	You Won't See Me	time
Birthday	Carry That Weight	time
Birthday	Doctor Robert	time
Birthday	Drive My Car	time
Birthday	Fixing a Hole	time
Birthday	For No One	time
Birthday	Getting Better	time
Birthday	Girl	time
Birthday	Good Morning Good Morning	time
Birthday	Good Night	time
Birthday	Got to Get You into My Life	time
Birthday	Honey Pie	time
Birthday	I Want to Tell You	time
Birthday	I'm Only Sleeping	time
Birthday	If I Needed Someone	time
Birthday	Long, Long, Long	time
Birthday	Love You To	time
Birthday	Norwegian Wood (This Bird Has Flown)	time
Birthday	Nowhere Man	time
Birthday	Piggies	time
Birthday	Revolution 9 (Ft. Yoko Ono)	time
Birthday	Savoy Truffle	time
Birthday	Sgt. Pepper's Lonely Hearts Club Band (Reprise)	time
Birthday	Think for Yourself	time
Birthday	Wait	time
Birthday	What Goes On	time
Birthday	With a Little Help from My Friends	time
Birthday	Within You Without You	time
Birthday	You Won't See Me	time
Carry That Weight	Doctor Robert	time
Carry That Weight	Drive My Car	time
Carry That Weight	Fixing a Hole	time
Carry That Weight	For No One	time
Carry That Weight	Getting Better	time
Carry That Weight	Girl	time
Carry That Weight	Good Morning Good Morning	time
Carry That Weight	Good Night	time
Carry That Weight	Got to Get You into My Life	time
Carry That Weight	Honey Pie	time
Carry That Weight	I Want to Tell You	time
Carry That Weight	I'm Only Sleeping	time
Carry That Weight	If I Needed Someone	time
Carry That Weight	Long, Long, Long	time
Carry That Weight	Love You To	time
Carry That Weight	Norwegian Wood (This Bird Has Flown)	time
Carry That Weight	Nowhere Man	time
Carry That Weight	Piggies	time
Carry That Weight	Revolution 9 (Ft. Yoko Ono)	time
Carry That Weight	Savoy Truffle	time
Carry That Weight	Sgt. Pepper's Lonely Hearts Club Band (Reprise)	time
Carry That Weight	Think for Yourself	time
Carry That Weight	Wait	time
Carry That Weight	What Goes On	time
Carry That Weight	With a Little Help from My Friends	time
Carry That Weight	Within You Without You	time
Carry That Weight	You Won't See Me	time
Doctor Robert	Drive My Car	time
Doctor Robert	Fixing a Hole	time
Doctor Robert	For No One	time
Doctor Robert	Getting Better	time
Doctor Robert	Girl	time
Doctor Robert	Good Morning Good Morning	time
Doctor Robert	Good Night	time
Doctor Robert	Got to Get You into My Life	time
Doctor Robert	Honey Pie	time
Doctor Robert	I Want to Tell You	time
Doctor Robert	I'm Only Sleeping	time
Doctor Robert	If I Needed Someone	time
Doctor Robert	Long, Long, Long	time
Doctor Robert	Love You To	time
Doctor Robert	Norwegian Wood (This Bird Has Flown)	time
Doctor Robert	Nowhere Man	time
Doctor Robert	Piggies	time
Doctor Robert	Revolution 9 (Ft. Yoko Ono)	time
Doctor Robert	Savoy Truffle	time
Doctor Robert	Sgt. Pepper's Lonely Hearts Club Band (Reprise)	time
Doctor Robert	Think for Yourself	time
Doctor Robert	Wait	time
Doctor Robert	What Goes On	time
Doctor Robert	With a Little Help from My Friends	time
Doctor Robert	Within You Without You	time
Doctor Robert	You Won't See Me	time
Drive My Car	Fixing a Hole	time
Drive My Car	For No One	time
Drive My Car	Getting Better	time
Drive My Car	Girl	time
Drive My Car	Good Morning Good Morning	time
Drive My Car	Good Night	time
Drive My Car	Got to Get You into My Life	time
Drive My Car	Honey Pie	time
Drive My Car	I Want to Tell You	time
Drive My Car	I'm Only Sleeping	time
Drive My Car	If I Needed Someone	time
Drive My Car	Long, Long, Long	time
Drive My Car	Love You To	time
Drive My Car	Norwegian Wood (This Bird Has Flown)	time
Drive My Car	Nowhere Man	time
Drive My Car	Piggies	time
Drive My Car	Revolution 9 (Ft. Yoko Ono)	time
Drive My Car	Savoy Truffle	time
Drive My Car	Sgt. Pepper's Lonely Hearts Club Band (Reprise)	time
Drive My Car	Think for Yourself	time
Drive My Car	Wait	time
Drive My Car	What Goes On	time
Drive My Car	With a Little Help from My Friends	time
Drive My Car	Within You Without You	time
Drive My Car	You Won't See Me	time
Fixing a Hole	For No One	time
Fixing a Hole	Getting Better	time
Fixing a Hole	Girl	time
Fixing a Hole	Good Morning Good Morning	time
Fixing a Hole	Good Night	time
Fixing a Hole	Got to Get You into My Life	time
Fixing a Hole	Honey Pie	time
Fixing a Hole	I Want to Tell You	time
Fixing a Hole	I'm Only Sleeping	time
Fixing a Hole	If I Needed Someone	time
Fixing a Hole	Long, Long, Long	time
Fixing a Hole	Love You To	time
Fixing a Hole	Norwegian Wood (This Bird Has Flown)	time
Fixing a Hole	Nowhere Man	time
Fixing a Hole	Piggies	time
Fixing a Hole	Revolution 9 (Ft. Yoko Ono)	time
Fixing a Hole	Savoy Truffle	time
Fixing a Hole	Sgt. Pepper's Lonely Hearts Club Band (Reprise)	time
Fixing a Hole	Think for Yourself	time
Fixing a Hole	Wait	time
Fixing a Hole	What Goes On	time
Fixing a Hole	With a Little Help from My Friends	time
Fixing a Hole	Within You Without You	time
Fixing a Hole	You Won't See Me	time
For No One	Getting Better	time
For No One	Girl	time
For No One	Good Morning Good Morning	time
For No One	Good Night	time
For No One	Got to Get You into My Life	time
For No One	Honey Pie	time
For No One	I Want to Tell You	time
For No One	I'm Only Sleeping	time
For No One	If I Needed Someone	time
For No One	Long, Long, Long	time
For No One	Love You To	time
For No One	Norwegian Wood (This Bird Has Flown)	time
For No One	Nowhere Man	time
For No One	Piggies	time
For No One	Revolution 9 (Ft. Yoko Ono)	time
For No One	Savoy Truffle	time
For No One	Sgt. Pepper's Lonely Hearts Club Band (Reprise)	time
For No One	Think for Yourself	time
For No One	Wait	time
For No One	What Goes On	time
For No One	With a Little Help from My Friends	time
For No One	Within You Without You	time
For No One	You Won't See Me	time
Getting Better	Girl	time
Getting Better	Good Morning Good Morning	time
Getting Better	Good Night	time
Getting Better	Got to Get You into My Life	time
Getting Better	Honey Pie	time
Getting Better	I Want to Tell You	time
Getting Better	I'm Only Sleeping	time
Getting Better	If I Needed Someone	time
Getting Better	Long, Long, Long	time
Getting Better	Love You To	time
Getting Better	Norwegian Wood (This Bird Has Flown)	time
Getting Better	Nowhere Man	time
Getting Better	Piggies	time
Getting Better	Revolution 9 (Ft. Yoko Ono)	time
Getting Better	Savoy Truffle	time
Getting Better	Sgt. Pepper's Lonely Hearts Club Band (Reprise)	time
Getting Better	Think for Yourself	time
Getting Better	Wait	time
Getting Better	What Goes On	time
Getting Better	With a Little Help from My Friends	time
Getting Better	Within You Without You	time
Getting Better	You Won't See Me	time
Girl	Good Morning Good Morning	time
Girl	Good Night	time
Girl	Got to Get You into My Life	time
Girl	Honey Pie	time
Girl	I Want to Tell You	time
Girl	I'm Only Sleeping	time
Girl	If I Needed Someone	time
Girl	Long, Long, Long	time
Girl	Love You To	time
Girl	Norwegian Wood (This Bird Has Flown)	time
Girl	Nowhere Man	time
Girl	Piggies	time
Girl	Revolution 9 (Ft. Yoko Ono)	time
Girl	Savoy Truffle	time
Girl	Sgt. Pepper's Lonely Hearts Club Band (Reprise)	time
Girl	Think for Yourself	time
Girl	Wait	time
Girl	What Goes On	time
Girl	With a Little Help from My Friends	time
Girl	Within You Without You	time
Girl	You Won't See Me	time
Good Morning Good Morning	Good Night	time
Good Morning Good Morning	Got to Get You into My Life	time
Good Morning Good Morning	Honey Pie	time
Good Morning Good Morning	I Want to Tell You	time
Good Morning Good Morning	I'm Only Sleeping	time
Good Morning Good Morning	If I Needed Someone	time
Good Morning Good Morning	Long, Long, Long	time
Good Morning Good Morning	Love You To	time
Good Morning Good Morning	Norwegian Wood (This Bird Has Flown)	time
Good Morning Good Morning	Nowhere Man	time
Good Morning Good Morning	Piggies	time
Good Morning Good Morning	Revolution 9 (Ft. Yoko Ono)	time
Good Morning Good Morning	Savoy Truffle	time
Good Morning Good Morning	Sgt. Pepper's Lonely Hearts Club Band (Reprise)	time
Good Morning Good Morning	Think for Yourself	time
Good Morning Good Morning	Wait	time
Good Morning Good Morning	What Goes On	time
Good Morning Good Morning	With a Little Help from My Friends	time
Good Morning Good Morning	Within You Without You	time
Good Morning Good Morning	You Won't See Me	time
Good Night	Got to Get You into My Life	time
Good Night	Honey Pie	time
Good Night	I Want to Tell You	time
Good Night	I'm Only Sleeping	time
Good Night	If I Needed Someone	time
Good Night	Long, Long, Long	time
Good Night	Love You To	time
Good Night	Norwegian Wood (This Bird Has Flown)	time
Good Night	Nowhere Man	time
Good Night	Piggies	time
Good Night	Revolution 9 (Ft. Yoko Ono)	time
Good Night	Savoy Truffle	time
Good Night	Sgt. Pepper's Lonely Hearts Club Band (Reprise)	time
Good Night	Think for Yourself	time
Good Night	Wait	time
Good Night	What Goes On	time
Good Night	With a Little Help from My Friends	time
Good Night	Within You Without You	time
Good Night	You Won't See Me	time
Got to Get You into My Life	Honey Pie	time
Got to Get You into My Life	I Want to Tell You	time
Got to Get You into My Life	I'm Only Sleeping	time
Got to Get You into My Life	If I Needed Someone	time
Got to Get You into My Life	Long, Long, Long	time
Got to Get You into My Life	Love You To	time
Got to Get You into My Life	Norwegian Wood (This Bird Has Flown)	time
Got to Get You into My Life	Nowhere Man	time
Got to Get You into My Life	Piggies	time
Got to Get You into My Life	Revolution 9 (Ft. Yoko Ono)	time
Got to Get You into My Life	Savoy Truffle	time
Got to Get You into My Life	Sgt. Pepper's Lonely Hearts Club Band (Reprise)	time
Got to Get You into My Life	Think for Yourself	time
Got to Get You into My Life	Wait	time
Got to Get You into My Life	What Goes On	time
Got to Get You into My Life	With a Little Help from My Friends	time
Got to Get You into My Life	Within You Without You	time
Got to Get You into My Life	You Won't See Me	time
Honey Pie	I Want to Tell You	time
Honey Pie	I'm Only Sleeping	time
Honey Pie	If I Needed Someone	time
Honey Pie	Long, Long, Long	time
Honey Pie	Love You To	time
Honey Pie	Norwegian Wood (This Bird Has Flown)	time
Honey Pie	Nowhere Man	time
Honey Pie	Piggies	time
Honey Pie	Revolution 9 (Ft. Yoko Ono)	time
Honey Pie	Savoy Truffle	time
Honey Pie	Sgt. Pepper's Lonely Hearts Club Band (Reprise)	time
Honey Pie	Think for Yourself	time
Honey Pie	Wait	time
Honey Pie	What Goes On	time
Honey Pie	With a Little Help from My Friends	time
Honey Pie	Within You Without You	time
Honey Pie	You Won't See Me	time
I Want to Tell You	I'm Only Sleeping	time
I Want to Tell You	If I Needed Someone	time
I Want to Tell You	Long, Long, Long	time
I Want to Tell You	Love You To	time
I Want to Tell You	Norwegian Wood (This Bird Has Flown)	time
I Want to Tell You	Nowhere Man	time
I Want to Tell You	Piggies	time
I Want to Tell You	Revolution 9 (Ft. Yoko Ono)	time
I Want to Tell You	Savoy Truffle	time
I Want to Tell You	Sgt. Pepper's Lonely Hearts Club Band (Reprise)	time
I Want to Tell You	Think for Yourself	time
I Want to Tell You	Wait	time
I Want to Tell You	What Goes On	time
I Want to Tell You	With a Little Help from My Friends	time
I Want to Tell You	Within You Without You	time
I Want to Tell You	You Won't See Me	time
I'm Only Sleeping	If I Needed Someone	time
I'm Only Sleeping	Long, Long, Long	time
I'm Only Sleeping	Love You To	time
I'm Only Sleeping	Norwegian Wood (This Bird Has Flown)	time
I'm Only Sleeping	Nowhere Man	time
I'm Only Sleeping	Piggies	time
I'm Only Sleeping	Revolution 9 (Ft. Yoko Ono)	time
I'm Only Sleeping	Savoy Truffle	time
I'm Only Sleeping	Sgt. Pepper's Lonely Hearts Club Band (Reprise)	time
I'm Only Sleeping	Think for Yourself	time
I'm Only Sleeping	Wait	time
I'm Only Sleeping	What Goes On	time
I'm Only Sleeping	With a Little Help from My Friends	time
I'm Only Sleeping	Within You Without You	time
I'm Only Sleeping	You Won't See Me	time
If I Needed Someone	Long, Long, Long	time
If I Needed Someone	Love You To	time
If I Needed Someone	Norwegian Wood (This Bird Has Flown)	time
If I Needed Someone	Nowhere Man	time
If I Needed Someone	Piggies	time
If I Needed Someone	Revolution 9 (Ft. Yoko Ono)	time
If I Needed Someone	Savoy Truffle	time
If I Needed Someone	Sgt. Pepper's Lonely Hearts Club Band (Reprise)	time
If I Needed Someone	Think for Yourself	time
If I Needed Someone	Wait	time
If I Needed Someone	What Goes On	time
If I Needed Someone	With a Little Help from My Friends	time
If I Needed Someone	Within You Without You	time
If I Needed Someone	You Won't See Me	time
Long, Long, Long	Love You To	time
Long, Long, Long	Norwegian Wood (This Bird Has Flown)	time
Long, Long, Long	Nowhere Man	time
Long, Long, Long	Piggies	time
Long, Long, Long	Revolution 9 (Ft. Yoko Ono)	time
Long, Long, Long	Savoy Truffle	time
Long, Long, Long	Sgt. Pepper's Lonely Hearts Club Band (Reprise)	time
Long, Long, Long	Think for Yourself	time
Long, Long, Long	Wait	time
Long, Long, Long	What Goes On	time
Long, Long, Long	With a Little Help from My Friends	time
Long, Long, Long	Within You Without You	time
Long, Long, Long	You Won't See Me	time
Love You To	Norwegian Wood (This Bird Has Flown)	time
Love You To	Nowhere Man	time
Love You To	Piggies	time
Love You To	Revolution 9 (Ft. Yoko Ono)	time
Love You To	Savoy Truffle	time
Love You To	Sgt. Pepper's Lonely Hearts Club Band (Reprise)	time
Love You To	Think for Yourself	time
Love You To	Wait	time
Love You To	What Goes On	time
Love You To	With a Little Help from My Friends	time
Love You To	Within You Without You	time
Love You To	You Won't See Me	time
Norwegian Wood (This Bird Has Flown)	Nowhere Man	time
Norwegian Wood (This Bird Has Flown)	Piggies	time
Norwegian Wood (This Bird Has Flown)	Revolution 9 (Ft. Yoko Ono)	time
Norwegian Wood (This Bird Has Flown)	Savoy Truffle	time
Norwegian Wood (This Bird Has Flown)	Sgt. Pepper's Lonely Hearts Club Band (Reprise)	time
Norwegian Wood (This Bird Has Flown)	Think for Yourself	time
Norwegian Wood (This Bird Has Flown)	Wait	time
Norwegian Wood (This Bird Has Flown)	What Goes On	time
Norwegian Wood (This Bird Has Flown)	With a Little Help from My Friends	time
Norwegian Wood (This Bird Has Flown)	Within You Without You	time
Norwegian Wood (This Bird Has Flown)	You Won't See Me	time
Nowhere Man	Piggies	time
Nowhere Man	Revolution 9 (Ft. Yoko Ono)	time
Nowhere Man	Savoy Truffle	time
Nowhere Man	Sgt. Pepper's Lonely Hearts Club Band (Reprise)	time
Nowhere Man	Think for Yourself	time
Nowhere Man	Wait	time
Nowhere Man	What Goes On	time
Nowhere Man	With a Little Help from My Friends	time
Nowhere Man	Within You Without You	time
Nowhere Man	You Won't See Me	time
Piggies	Revolution 9 (Ft. Yoko Ono)	time
Piggies	Savoy Truffle	time
Piggies	Sgt. Pepper's Lonely Hearts Club Band (Reprise)	time
Piggies	Think for Yourself	time
Piggies	Wait	time
Piggies	What Goes On	time
Piggies	With a Little Help from My Friends	time
Piggies	Within You Without You	time
Piggies	You Won't See Me	time
Revolution 9 (Ft. Yoko Ono)	Savoy Truffle	time
Revolution 9 (Ft. Yoko Ono)	Sgt. Pepper's Lonely Hearts Club Band (Reprise)	time
Revolution 9 (Ft. Yoko Ono)	Think for Yourself	time
Revolution 9 (Ft. Yoko Ono)	Wait	time
Revolution 9 (Ft. Yoko Ono)	What Goes On	time
Revolution 9 (Ft. Yoko Ono)	With a Little Help from My Friends	time
Revolution 9 (Ft. Yoko Ono)	Within You Without You	time
Revolution 9 (Ft. Yoko Ono)	You Won't See Me	time
Savoy Truffle	Sgt. Pepper's Lonely Hearts Club Band (Reprise)	time
Savoy Truffle	Think for Yourself	time
Savoy Truffle	Wait	time
Savoy Truffle	What Goes On	time
Savoy Truffle	With a Little Help from My Friends	time
Savoy Truffle	Within You Without You	time
Savoy Truffle	You Won't See Me	time
Sgt. Pepper's Lonely Hearts Club Band (Reprise)	Think for Yourself	time
Sgt. Pepper's Lonely Hearts Club Band (Reprise)	Wait	time
Sgt. Pepper's Lonely Hearts Club Band (Reprise)	What Goes On	time
Sgt. Pepper's Lonely Hearts Club Band (Reprise)	With a Little Help from My Friends	time
Sgt. Pepper's Lonely Hearts Club Band (Reprise)	Within You Without You	time
Sgt. Pepper's Lonely Hearts Club Band (Reprise)	You Won't See Me	time
Think for Yourself	Wait	time
Think for Yourself	What Goes On	time
Think for Yourself	With a Little Help from My Friends	time
Think for Yourself	Within You Without You	time
Think for Yourself	You Won't See Me	time
Wait	What Goes On	time
Wait	With a Little Help from My Friends	time
Wait	Within You Without You	time
Wait	You Won't See Me	time
What Goes On	With a Little Help from My Friends	time
What Goes On	Within You Without You	time
What Goes On	You Won't See Me	time
With a Little Help from My Friends	Within You Without You	time
With a Little Help from My Friends	You Won't See Me	time
Within You Without You	You Won't See Me	time
For No One	Girl	times
For No One	Maxwell's Silver Hammer	times
Girl	Maxwell's Silver Hammer	times
Come Together	Run for Your Life	toe
Drive My Car	Girl	told
Drive My Car	Glass Onion	told
Drive My Car	Got to Get You into My Life	told
Drive My Car	Lovely Rita	told
Drive My Car	Norwegian Wood (This Bird Has Flown)	told
Drive My Car	Oh! Darling	told
Drive My Car	While My Guitar Gently Weeps (Ft. Eric Clapton)	told
Drive My Car	Yellow Submarine	told
Girl	Glass Onion	told
Girl	Got to Get You into My Life	told
Girl	Lovely Rita	told
Girl	Norwegian Wood (This Bird Has Flown)	told
Girl	Oh! Darling	told
Girl	While My Guitar Gently Weeps (Ft. Eric Clapton)	told
Girl	Yellow Submarine	told
Glass Onion	Got to Get You into My Life	told
Glass Onion	Lovely Rita	told
Glass Onion	Norwegian Wood (This Bird Has Flown)	told
