from	to	value
Good Company	Good Old-Fashioned Lover Boy	play
Good Company	If You Can't Beat Them	play
Good Company	Long Away	play
Good Old-Fashioned Lover Boy	If You Can't Beat Them	play
Good Old-Fashioned Lover Boy	Long Away	play
If You Can't Beat Them	Long Away	play
Dreamer's Ball	Stone Cold Crazy	playing
Dreamer's Ball	You and I	playing
Stone Cold Crazy	You and I	playing
Fat Bottomed Girls	Let Me Entertain You	pleasure
Bohemian Rhapsody	My Fairy King	poor
Bohemian Rhapsody	Tenement Funster	poor
My Fairy King	Tenement Funster	poor
Brighton Rock	Liar	pray
Brighton Rock	Mustapha	pray
Brighton Rock	Somebody to Love	pray
Liar	Mustapha	pray
Liar	Somebody to Love	pray
Mustapha	Somebody to Love	pray
Long Away	White Man	prayers
Bicycle Race	Bring Back That Leroy Brown	president
Killer Queen	Let Me Entertain You	pretty
Killer Queen	Teo Torriatte (Let Us Cling Together)	pretty
Let Me Entertain You	Teo Torriatte (Let Us Cling Together)	pretty
Death on Two Legs (Dedicated to...)	Dreamer's Ball	pride
Death on Two Legs (Dedicated to...)	Flick of the Wrist	pride
Death on Two Legs (Dedicated to...)	Jealousy	pride
Death on Two Legs (Dedicated to...)	My Fairy King	pride
Dreamer's Ball	Flick of the Wrist	pride
Dreamer's Ball	Jealousy	pride
Dreamer's Ball	My Fairy King	pride
Flick of the Wrist	Jealousy	pride
Flick of the Wrist	My Fairy King	pride
Jealousy	My Fairy King	pride
If You Can't Beat Them	Let Me Entertain You	pull
Bicycle Race	White Man	race
Bicycle Race	More of That Jazz	races
Now I'm Here	Seaside Rendezvous	rain
Now I'm Here	The Millionaire Waltz	rain
Now I'm Here	The Prophet's Song	rain
Now I'm Here	You're My Best Friend	rain
Seaside Rendezvous	The Millionaire Waltz	rain
Seaside Rendezvous	The Prophet's Song	rain
Seaside Rendezvous	You're My Best Friend	rain
The Millionaire Waltz	The Prophet's Song	rain
The Millionaire Waltz	You're My Best Friend	rain
The Prophet's Song	You're My Best Friend	rain
Modern Times Rock 'N' Roll	Stone Cold Crazy	rainy
Death on Two Legs (Dedicated to...)	Great King Rat	rat
Don't Stop Me Now	If You Can't Beat Them	ready
Don't Stop Me Now	Let Me Entertain You	ready
If You Can't Beat Them	Let Me Entertain You	ready
Bohemian Rhapsody	Don't Stop Me Now	real
Bohemian Rhapsody	More of That Jazz	real
Bohemian Rhapsody	Tenement Funster	real
Don't Stop Me Now	More of That Jazz	real
Don't Stop Me Now	Tenement Funster	real
More of That Jazz	Tenement Funster	real
Dead on Time	Drowse	reason
Dead on Time	Fat Bottomed Girls	red
Dead on Time	White Man	red
Fat Bottomed Girls	White Man	red
Flick of the Wrist	You Take My Breath Away	reduce
Dreamer's Ball	Drowse	remember
Dreamer's Ball	Love of My Life	remember
Dreamer's Ball	The Millionaire Waltz	remember
Drowse	Love of My Life	remember
Drowse	The Millionaire Waltz	remember
Love of My Life	The Millionaire Waltz	remember
Bicycle Race	Fat Bottomed Girls	ride
Bicycle Race	Seaside Rendezvous	ride
Fat Bottomed Girls	Seaside Rendezvous	ride
Modern Times Rock 'N' Roll	My Fairy King	ring
Dear Friends	Flick of the Wrist	rise
Keep Yourself Alive	My Fairy King	rivers
Keep Yourself Alive	White Man	rivers
My Fairy King	White Man	rivers
Dead on Time	Leaving Home Ain't Easy	road
Brighton Rock	If You Can't Beat Them	rock
Brighton Rock	Let Me Entertain You	rock
Brighton Rock	Modern Times Rock 'N' Roll	rock
Brighton Rock	Tenement Funster	rock
If You Can't Beat Them	Let Me Entertain You	rock
If You Can't Beat Them	Modern Times Rock 'N' Roll	rock
If You Can't Beat Them	Tenement Funster	rock
Let Me Entertain You	Modern Times Rock 'N' Roll	rock
Let Me Entertain You	Tenement Funster	rock
Modern Times Rock 'N' Roll	Tenement Funster	rock
I’m in Love with My Car	If You Can't Beat Them	roll
I’m in Love with My Car	Let Me Entertain You	roll
I’m in Love with My Car	Modern Times Rock 'N' Roll	roll
I’m in Love with My Car	Tenement Funster	roll
If You Can't Beat Them	Let Me Entertain You	roll
If You Can't Beat Them	Modern Times Rock 'N' Roll	roll
If You Can't Beat Them	Tenement Funster	roll
Let Me Entertain You	Modern Times Rock 'N' Roll	roll
Let Me Entertain You	Tenement Funster	roll
Modern Times Rock 'N' Roll	Tenement Funster	roll
Dead on Time	Doing All Right	round
Dead on Time	Fat Bottomed Girls	round
Dead on Time	If You Can't Beat Them	round
Dead on Time	Jesus	round
Dead on Time	More of That Jazz	round
Dead on Time	Stone Cold Crazy	round
Dead on Time	You're My Best Friend	round
Doing All Right	Fat Bottomed Girls	round
Doing All Right	If You Can't Beat Them	round
Doing All Right	Jesus	round
Doing All Right	More of That Jazz	round
Doing All Right	Stone Cold Crazy	round
Doing All Right	You're My Best Friend	round
Fat Bottomed Girls	If You Can't Beat Them	round
Fat Bottomed Girls	Jesus	round
Fat Bottomed Girls	More of That Jazz	round
Fat Bottomed Girls	Stone Cold Crazy	round
Fat Bottomed Girls	You're My Best Friend	round
If You Can't Beat Them	Jesus	round
If You Can't Beat Them	More of That Jazz	round
If You Can't Beat Them	Stone Cold Crazy	round
If You Can't Beat Them	You're My Best Friend	round
Jesus	More of That Jazz	round
Jesus	Stone Cold Crazy	round
Jesus	You're My Best Friend	round
More of That Jazz	Stone Cold Crazy	round
More of That Jazz	You're My Best Friend	round
Stone Cold Crazy	You're My Best Friend	round
Doing All Right	My Fairy King	ruin
Death on Two Legs (Dedicated to...)	My Fairy King	rules
If You Can't Beat Them	Stone Cold Crazy	rumour
I’m in Love with My Car	If You Can't Beat Them	run
I’m in Love with My Car	My Fairy King	run
I’m in Love with My Car	Seaside Rendezvous	run
I’m in Love with My Car	Somebody to Love	run
I’m in Love with My Car	Stone Cold Crazy	run
I’m in Love with My Car	The Prophet's Song	run
If You Can't Beat Them	My Fairy King	run
If You Can't Beat Them	Seaside Rendezvous	run
If You Can't Beat Them	Somebody to Love	run
If You Can't Beat Them	Stone Cold Crazy	run
If You Can't Beat Them	The Prophet's Song	run
My Fairy King	Seaside Rendezvous	run
My Fairy King	Somebody to Love	run
My Fairy King	Stone Cold Crazy	run
My Fairy King	The Prophet's Song	run
Seaside Rendezvous	Somebody to Love	run
Seaside Rendezvous	Stone Cold Crazy	run
Seaside Rendezvous	The Prophet's Song	run
Somebody to Love	Stone Cold Crazy	run
Somebody to Love	The Prophet's Song	run
Stone Cold Crazy	The Prophet's Song	run
Dead on Time	Now I'm Here	running
Dead on Time	The Prophet's Song	running
Now I'm Here	The Prophet's Song	running
Drowse	Good Old-Fashioned Lover Boy	sad
Drowse	In Only Seven Days	sad
Drowse	Long Away	sad
Drowse	The Millionaire Waltz	sad
Good Old-Fashioned Lover Boy	In Only Seven Days	sad
Good Old-Fashioned Lover Boy	Long Away	sad
Good Old-Fashioned Lover Boy	The Millionaire Waltz	sad
In Only Seven Days	Long Away	sad
In Only Seven Days	The Millionaire Waltz	sad
Long Away	The Millionaire Waltz	sad
Good Company	Now I'm Here	safe
'39	Liar	sailed
'39	My Fairy King	sand
'39	White Man	sand
My Fairy King	White Man	sand
Death on Two Legs (Dedicated to...)	Keep Yourself Alive	satisfied
In Only Seven Days	Lazing on a Sunday Afternoon	saturday
In Only Seven Days	Stone Cold Crazy	saturday
Lazing on a Sunday Afternoon	Stone Cold Crazy	saturday
Bicycle Race	Let Me Entertain You	scene
Bicycle Race	Modern Times Rock 'N' Roll	scene
Let Me Entertain You	Modern Times Rock 'N' Roll	scene
Drowse	Good Old-Fashioned Lover Boy	school
Drowse	Modern Times Rock 'N' Roll	school
Drowse	Tie Your Mother Down	school
Good Old-Fashioned Lover Boy	Modern Times Rock 'N' Roll	school
Good Old-Fashioned Lover Boy	Tie Your Mother Down	school
Modern Times Rock 'N' Roll	Tie Your Mother Down	school
My Fairy King	Seaside Rendezvous	sea
'39	Liar	seas
'39	Lily of the Valley	seas
Liar	Lily of the Valley	seas
Bring Back That Leroy Brown	Somebody to Love	sense
Bicycle Race	Good Old-Fashioned Lover Boy	set
Bicycle Race	In the Lap of the Gods... Revisited	set
Bicycle Race	My Fairy King	set
Good Old-Fashioned Lover Boy	In the Lap of the Gods... Revisited	set
Good Old-Fashioned Lover Boy	My Fairy King	set
In the Lap of the Gods... Revisited	My Fairy King	set
Dead on Time	Keep Yourself Alive	shake
Dead on Time	The Prophet's Song	shake
Keep Yourself Alive	The Prophet's Song	shake
Fun It	Leaving Home Ain't Easy	shaking
Bicycle Race	Death on Two Legs (Dedicated to...)	shark
Brighton Rock	My Fairy King	shine
Brighton Rock	You're My Best Friend	shine
My Fairy King	You're My Best Friend	shine
'39	Don't Stop Me Now	ship
Leaving Home Ain't Easy	Tenement Funster	shoes
Leaving Home Ain't Easy	White Man	shoes
Tenement Funster	White Man	shoes
Bring Back That Leroy Brown	Misfire	shoot
Don't Stop Me Now	Stone Cold Crazy	shooting
'39	Misfire	sight
'39	Now I'm Here	sight
'39	White Man	sight
Misfire	Now I'm Here	sight
Misfire	White Man	sight
Now I'm Here	White Man	sight
Good Old-Fashioned Lover Boy	Let Me Entertain You	sing
Fat Bottomed Girls	My Fairy King	singing
Modern Times Rock 'N' Roll	Tie Your Mother Down	single
Modern Times Rock 'N' Roll	You Take My Breath Away	single
Tie Your Mother Down	You Take My Breath Away	single
Good Old-Fashioned Lover Boy	The Millionaire Waltz	sit
Bohemian Rhapsody	Doing All Right	skies
Bohemian Rhapsody	Lily of the Valley	skies
Bohemian Rhapsody	White Man	skies
Doing All Right	Lily of the Valley	skies
Doing All Right	White Man	skies
Lily of the Valley	White Man	skies
Don't Stop Me Now	Now I'm Here	sky
Dear Friends	Dreamer's Ball	sleep
Dear Friends	You Take My Breath Away	sleep
Dreamer's Ball	You Take My Breath Away	sleep
Bicycle Race	Bring Back That Leroy Brown	smile
Bicycle Race	Dreamer's Ball	smile
Bicycle Race	Keep Yourself Alive	smile
Bicycle Race	Long Away	smile
Bring Back That Leroy Brown	Dreamer's Ball	smile
Bring Back That Leroy Brown	Keep Yourself Alive	smile
Bring Back That Leroy Brown	Long Away	smile
Dreamer's Ball	Keep Yourself Alive	smile
Dreamer's Ball	Long Away	smile
Keep Yourself Alive	Long Away	smile
Great King Rat	I’m in Love with My Car	son
Great King Rat	Let Me Entertain You	son
Great King Rat	My Fairy King	son
Great King Rat	Son and Daughter	son
Great King Rat	The Prophet's Song	son
I’m in Love with My Car	Let Me Entertain You	son
I’m in Love with My Car	My Fairy King	son
I’m in Love with My Car	Son and Daughter	son
I’m in Love with My Car	The Prophet's Song	son
Let Me Entertain You	My Fairy King	son
Let Me Entertain You	Son and Daughter	son
Let Me Entertain You	The Prophet's Song	son
My Fairy King	Son and Daughter	son
My Fairy King	The Prophet's Song	son
Son and Daughter	The Prophet's Song	son
Teo Torriatte (Let Us Cling Together)	The Millionaire Waltz	song
Doing All Right	Jealousy	sorrow
Fun It	Keep Yourself Alive	soul
Fun It	Long Away	soul
Fun It	White Man	soul
Keep Yourself Alive	Long Away	soul
Keep Yourself Alive	White Man	soul
Long Away	White Man	soul
Let Me Entertain You	Now I'm Here	sound
Let Me Entertain You	The Millionaire Waltz	sound
Let Me Entertain You	You Take My Breath Away	sound
Now I'm Here	The Millionaire Waltz	sound
Now I'm Here	You Take My Breath Away	sound
The Millionaire Waltz	You Take My Breath Away	sound
Don't Stop Me Now	Tenement Funster	speed
Brighton Rock	Lily of the Valley	spell
Brighton Rock	Somebody to Love	spent
Brighton Rock	The Millionaire Waltz	spent
Somebody to Love	The Millionaire Waltz	spent
Bohemian Rhapsody	Flick of the Wrist	spine
Bring Back That Leroy Brown	Now I'm Here	stand
Bring Back That Leroy Brown	Somebody to Love	stand
Now I'm Here	Somebody to Love	stand
Bicycle Race	Don't Stop Me Now	star
Bicycle Race	Jesus	star
Bicycle Race	Long Away	star
Bicycle Race	Modern Times Rock 'N' Roll	star
Don't Stop Me Now	Jesus	star
Don't Stop Me Now	Long Away	star
Don't Stop Me Now	Modern Times Rock 'N' Roll	star
Jesus	Long Away	star
Jesus	Modern Times Rock 'N' Roll	star
Long Away	Modern Times Rock 'N' Roll	star
Jesus	Now I'm Here	stared
Long Away	Modern Times Rock 'N' Roll	stars
Dear Friends	Death on Two Legs (Dedicated to...)	start
Dear Friends	In Only Seven Days	start
Dear Friends	Seaside Rendezvous	start
Dear Friends	Somebody to Love	start
Death on Two Legs (Dedicated to...)	In Only Seven Days	start
Death on Two Legs (Dedicated to...)	Seaside Rendezvous	start
Death on Two Legs (Dedicated to...)	Somebody to Love	start
In Only Seven Days	Seaside Rendezvous	start
In Only Seven Days	Somebody to Love	start
Seaside Rendezvous	Somebody to Love	start
Brighton Rock	Keep Yourself Alive	stay
Brighton Rock	Leaving Home Ain't Easy	stay
Brighton Rock	Now I'm Here	stay
Brighton Rock	Sweet Lady	stay
Brighton Rock	The Millionaire Waltz	stay
Brighton Rock	You and I	stay
Keep Yourself Alive	Leaving Home Ain't Easy	stay
Keep Yourself Alive	Now I'm Here	stay
Keep Yourself Alive	Sweet Lady	stay
Keep Yourself Alive	The Millionaire Waltz	stay
Keep Yourself Alive	You and I	stay
Leaving Home Ain't Easy	Now I'm Here	stay
Leaving Home Ain't Easy	Sweet Lady	stay
Leaving Home Ain't Easy	The Millionaire Waltz	stay
Leaving Home Ain't Easy	You and I	stay
Now I'm Here	Sweet Lady	stay
Now I'm Here	The Millionaire Waltz	stay
Now I'm Here	You and I	stay
Sweet Lady	The Millionaire Waltz	stay
Sweet Lady	You and I	stay
The Millionaire Waltz	You and I	stay
Bring Back That Leroy Brown	Leaving Home Ain't Easy	step
Liar	You Take My Breath Away	stolen
Bohemian Rhapsody	Stone Cold Crazy	stone
Bohemian Rhapsody	White Man	stone
Stone Cold Crazy	White Man	stone
In Only Seven Days	You're My Best Friend	stood
Don't Stop Me Now	Tie Your Mother Down	stop
Dreamer's Ball	Drowse	street
Dreamer's Ball	Stone Cold Crazy	street
Drowse	Stone Cold Crazy	street
Jealousy	Teo Torriatte (Let Us Cling Together)	strong
Bring Back That Leroy Brown	Fat Bottomed Girls	style
Bring Back That Leroy Brown	Good Old-Fashioned Lover Boy	style
Bring Back That Leroy Brown	Let Me Entertain You	style
Bring Back That Leroy Brown	Modern Times Rock 'N' Roll	style
Fat Bottomed Girls	Good Old-Fashioned Lover Boy	style
Fat Bottomed Girls	Let Me Entertain You	style
Fat Bottomed Girls	Modern Times Rock 'N' Roll	style
Good Old-Fashioned Lover Boy	Let Me Entertain You	style
Good Old-Fashioned Lover Boy	Modern Times Rock 'N' Roll	style
Let Me Entertain You	Modern Times Rock 'N' Roll	style
Doing All Right	Drowse	sun
Doing All Right	The Night Comes Down	sun
Drowse	The Night Comes Down	sun
In Only Seven Days	Lazing on a Sunday Afternoon	sunday
In Only Seven Days	Modern Times Rock 'N' Roll	sunday
Lazing on a Sunday Afternoon	Modern Times Rock 'N' Roll	sunday
'39	Lazing on a Sunday Afternoon	sunny
'39	You and I	sunny
Lazing on a Sunday Afternoon	You and I	sunny
She Makes Me (Stormtrooper In Stilettos)	You Take My Breath Away	surely
Great King Rat	White Man	swore
Dreamer's Ball	If You Can't Beat Them	taking
Dreamer's Ball	Keep Yourself Alive	taking
Dreamer's Ball	The Prophet's Song	taking
If You Can't Beat Them	Keep Yourself Alive	taking
If You Can't Beat Them	The Prophet's Song	taking
Keep Yourself Alive	The Prophet's Song	taking
Brighton Rock	Death on Two Legs (Dedicated to...)	talk
Brighton Rock	I’m in Love with My Car	talk
Brighton Rock	In the Lap of the Gods... Revisited	talk
Death on Two Legs (Dedicated to...)	I’m in Love with My Car	talk
Death on Two Legs (Dedicated to...)	In the Lap of the Gods... Revisited	talk
I’m in Love with My Car	In the Lap of the Gods... Revisited	talk
Now I'm Here	Sweet Lady	tear
Dear Friends	Drowse	tears
Dear Friends	Jealousy	tears
Dear Friends	Leaving Home Ain't Easy	tears
Dear Friends	Somebody to Love	tears
Dear Friends	You Take My Breath Away	tears
Drowse	Jealousy	tears
Drowse	Leaving Home Ain't Easy	tears
Drowse	Somebody to Love	tears
Drowse	You Take My Breath Away	tears
Jealousy	Leaving Home Ain't Easy	tears
Jealousy	Somebody to Love	tears
Jealousy	You Take My Breath Away	tears
Leaving Home Ain't Easy	Somebody to Love	tears
Leaving Home Ain't Easy	You Take My Breath Away	tears
Somebody to Love	You Take My Breath Away	tears
Dead on Time	More of That Jazz	tellin
I’m in Love with My Car	Let Me Entertain You	thrill
In Only Seven Days	Lazing on a Sunday Afternoon	thursday
Leaving Home Ain't Easy	Tie Your Mother Down	ties
Good Old-Fashioned Lover Boy	Misfire	tight
Good Old-Fashioned Lover Boy	Tie Your Mother Down	tight
Misfire	Tie Your Mother Down	tight
Dreamer's Ball	Liar	til
Dreamer's Ball	Somebody to Love	til
Liar	Somebody to Love	til
Death on Two Legs (Dedicated to...)	Flick of the Wrist	till
Death on Two Legs (Dedicated to...)	Tie Your Mother Down	till
Death on Two Legs (Dedicated to...)	You Take My Breath Away	till
Flick of the Wrist	Tie Your Mother Down	till
Flick of the Wrist	You Take My Breath Away	till
Tie Your Mother Down	You Take My Breath Away	till
Bohemian Rhapsody	Bring Back That Leroy Brown	time
Bohemian Rhapsody	Dead on Time	time
Bohemian Rhapsody	Doing All Right	time
Bohemian Rhapsody	Don't Stop Me Now	time
Bohemian Rhapsody	Dreamer's Ball	time
Bohemian Rhapsody	Drowse	time
Bohemian Rhapsody	Fat Bottomed Girls	time
Bohemian Rhapsody	Flick of the Wrist	time
Bohemian Rhapsody	Fun It	time
Bohemian Rhapsody	Good Company	time
Bohemian Rhapsody	Great King Rat	time
Bohemian Rhapsody	Keep Yourself Alive	time
Bohemian Rhapsody	Lazing on a Sunday Afternoon	time
Bohemian Rhapsody	Let Me Entertain You	time
Bohemian Rhapsody	Liar	time
Bohemian Rhapsody	Lily of the Valley	time
Bohemian Rhapsody	Misfire	time
Bohemian Rhapsody	Seaside Rendezvous	time
Bohemian Rhapsody	Son and Daughter	time
Bohemian Rhapsody	Teo Torriatte (Let Us Cling Together)	time
Bohemian Rhapsody	Tie Your Mother Down	time
Bohemian Rhapsody	You and I	time
Bohemian Rhapsody	You Take My Breath Away	time
Bohemian Rhapsody	You're My Best Friend	time
Bring Back That Leroy Brown	Dead on Time	time
Bring Back That Leroy Brown	Doing All Right	time
Bring Back That Leroy Brown	Don't Stop Me Now	time
Bring Back That Leroy Brown	Dreamer's Ball	time
Bring Back That Leroy Brown	Drowse	time
Bring Back That Leroy Brown	Fat Bottomed Girls	time
Bring Back That Leroy Brown	Flick of the Wrist	time
Bring Back That Leroy Brown	Fun It	time
Bring Back That Leroy Brown	Good Company	time
Bring Back That Leroy Brown	Great King Rat	time
Bring Back That Leroy Brown	Keep Yourself Alive	time
Bring Back That Leroy Brown	Lazing on a Sunday Afternoon	time
Bring Back That Leroy Brown	Let Me Entertain You	time
Bring Back That Leroy Brown	Liar	time
Bring Back That Leroy Brown	Lily of the Valley	time
Bring Back That Leroy Brown	Misfire	time
Bring Back That Leroy Brown	Seaside Rendezvous	time
Bring Back That Leroy Brown	Son and Daughter	time
Bring Back That Leroy Brown	Teo Torriatte (Let Us Cling Together)	time
Bring Back That Leroy Brown	Tie Your Mother Down	time
Bring Back That Leroy Brown	You and I	time
Bring Back That Leroy Brown	You Take My Breath Away	time
Bring Back That Leroy Brown	You're My Best Friend	time
Dead on Time	Doing All Right	time
Dead on Time	Don't Stop Me Now	time
Dead on Time	Dreamer's Ball	time
Dead on Time	Drowse	time
Dead on Time	Fat Bottomed Girls	time
Dead on Time	Flick of the Wrist	time
Dead on Time	Fun It	time
Dead on Time	Good Company	time
Dead on Time	Great King Rat	time
Dead on Time	Keep Yourself Alive	time
Dead on Time	Lazing on a Sunday Afternoon	time
Dead on Time	Let Me Entertain You	time
Dead on Time	Liar	time
Dead on Time	Lily of the Valley	time
Dead on Time	Misfire	time
Dead on Time	Seaside Rendezvous	time
Dead on Time	Son and Daughter	time
Dead on Time	Teo Torriatte (Let Us Cling Together)	time
Dead on Time	Tie Your Mother Down	time
Dead on Time	You and I	time
Dead on Time	You Take My Breath Away	time
Dead on Time	You're My Best Friend	time
Doing All Right	Don't Stop Me Now	time
Doing All Right	Dreamer's Ball	time
Doing All Right	Drowse	time
Doing All Right	Fat Bottomed Girls	time
Doing All Right	Flick of the Wrist	time
Doing All Right	Fun It	time
Doing All Right	Good Company	time
Doing All Right	Great King Rat	time
Doing All Right	Keep Yourself Alive	time
Doing All Right	Lazing on a Sunday Afternoon	time
Doing All Right	Let Me Entertain You	time
Doing All Right	Liar	time
Doing All Right	Lily of the Valley	time
Doing All Right	Misfire	time
Doing All Right	Seaside Rendezvous	time
Doing All Right	Son and Daughter	time
Doing All Right	Teo Torriatte (Let Us Cling Together)	time
Doing All Right	Tie Your Mother Down	time
Doing All Right	You and I	time
Doing All Right	You Take My Breath Away	time
Doing All Right	You're My Best Friend	time
Don't Stop Me Now	Dreamer's Ball	time
Don't Stop Me Now	Drowse	time
Don't Stop Me Now	Fat Bottomed Girls	time
Don't Stop Me Now	Flick of the Wrist	time
Don't Stop Me Now	Fun It	time
Don't Stop Me Now	Good Company	time
Don't Stop Me Now	Great King Rat	time
Don't Stop Me Now	Keep Yourself Alive	time
Don't Stop Me Now	Lazing on a Sunday Afternoon	time
Don't Stop Me Now	Let Me Entertain You	time
Don't Stop Me Now	Liar	time
Don't Stop Me Now	Lily of the Valley	time
Don't Stop Me Now	Misfire	time
Don't Stop Me Now	Seaside Rendezvous	time
Don't Stop Me Now	Son and Daughter	time
Don't Stop Me Now	Teo Torriatte (Let Us Cling Together)	time
Don't Stop Me Now	Tie Your Mother Down	time
Don't Stop Me Now	You and I	time
Don't Stop Me Now	You Take My Breath Away	time
Don't Stop Me Now	You're My Best Friend	time
Dreamer's Ball	Drowse	time
Dreamer's Ball	Fat Bottomed Girls	time
Dreamer's Ball	Flick of the Wrist	time
Dreamer's Ball	Fun It	time
Dreamer's Ball	Good Company	time
Dreamer's Ball	Great King Rat	time
Dreamer's Ball	Keep Yourself Alive	time
Dreamer's Ball	Lazing on a Sunday Afternoon	time
Dreamer's Ball	Let Me Entertain You	time
Dreamer's Ball	Liar	time
Dreamer's Ball	Lily of the Valley	time
Dreamer's Ball	Misfire	time
Dreamer's Ball	Seaside Rendezvous	time
Dreamer's Ball	Son and Daughter	time
Dreamer's Ball	Teo Torriatte (Let Us Cling Together)	time
Dreamer's Ball	Tie Your Mother Down	time
Dreamer's Ball	You and I	time
Dreamer's Ball	You Take My Breath Away	time
Dreamer's Ball	You're My Best Friend	time
Drowse	Fat Bottomed Girls	time
Drowse	Flick of the Wrist	time
Drowse	Fun It	time
Drowse	Good Company	time
Drowse	Great King Rat	time
Drowse	Keep Yourself Alive	time
Drowse	Lazing on a Sunday Afternoon	time
Drowse	Let Me Entertain You	time
Drowse	Liar	time
Drowse	Lily of the Valley	time
Drowse	Misfire	time
Drowse	Seaside Rendezvous	time
Drowse	Son and Daughter	time
Drowse	Teo Torriatte (Let Us Cling Together)	time
Drowse	Tie Your Mother Down	time
Drowse	You and I	time
Drowse	You Take My Breath Away	time
Drowse	You're My Best Friend	time
Fat Bottomed Girls	Flick of the Wrist	time
Fat Bottomed Girls	Fun It	time
Fat Bottomed Girls	Good Company	time
Fat Bottomed Girls	Great King Rat	time
Fat Bottomed Girls	Keep Yourself Alive	time
Fat Bottomed Girls	Lazing on a Sunday Afternoon	time
Fat Bottomed Girls	Let Me Entertain You	time
Fat Bottomed Girls	Liar	time
Fat Bottomed Girls	Lily of the Valley	time
Fat Bottomed Girls	Misfire	time
Fat Bottomed Girls	Seaside Rendezvous	time
Fat Bottomed Girls	Son and Daughter	time
Fat Bottomed Girls	Teo Torriatte (Let Us Cling Together)	time
Fat Bottomed Girls	Tie Your Mother Down	time
Fat Bottomed Girls	You and I	time
Fat Bottomed Girls	You Take My Breath Away	time
Fat Bottomed Girls	You're My Best Friend	time
Flick of the Wrist	Fun It	time
Flick of the Wrist	Good Company	time
Flick of the Wrist	Great King Rat	time
Flick of the Wrist	Keep Yourself Alive	time
Flick of the Wrist	Lazing on a Sunday Afternoon	time
Flick of the Wrist	Let Me Entertain You	time
Flick of the Wrist	Liar	time
Flick of the Wrist	Lily of the Valley	time
Flick of the Wrist	Misfire	time
Flick of the Wrist	Seaside Rendezvous	time
Flick of the Wrist	Son and Daughter	time
Flick of the Wrist	Teo Torriatte (Let Us Cling Together)	time
Flick of the Wrist	Tie Your Mother Down	time
Flick of the Wrist	You and I	time
Flick of the Wrist	You Take My Breath Away	time
Flick of the Wrist	You're My Best Friend	time
Fun It	Good Company	time
Fun It	Great King Rat	time
Fun It	Keep Yourself Alive	time
Fun It	Lazing on a Sunday Afternoon	time
Fun It	Let Me Entertain You	time
Fun It	Liar	time
Fun It	Lily of the Valley	time
Fun It	Misfire	time
Fun It	Seaside Rendezvous	time
Fun It	Son and Daughter	time
Fun It	Teo Torriatte (Let Us Cling Together)	time
Fun It	Tie Your Mother Down	time
Fun It	You and I	time
Fun It	You Take My Breath Away	time
Fun It	You're My Best Friend	time
Good Company	Great King Rat	time
Good Company	Keep Yourself Alive	time
Good Company	Lazing on a Sunday Afternoon	time
Good Company	Let Me Entertain You	time
Good Company	Liar	time
Good Company	Lily of the Valley	time
Good Company	Misfire	time
Good Company	Seaside Rendezvous	time
Good Company	Son and Daughter	time
Good Company	Teo Torriatte (Let Us Cling Together)	time
Good Company	Tie Your Mother Down	time
Good Company	You and I	time
Good Company	You Take My Breath Away	time
Good Company	You're My Best Friend	time
Great King Rat	Keep Yourself Alive	time
Great King Rat	Lazing on a Sunday Afternoon	time
Great King Rat	Let Me Entertain You	time
Great King Rat	Liar	time
Great King Rat	Lily of the Valley	time
Great King Rat	Misfire	time
Great King Rat	Seaside Rendezvous	time
Great King Rat	Son and Daughter	time
Great King Rat	Teo Torriatte (Let Us Cling Together)	time
Great King Rat	Tie Your Mother Down	time
Great King Rat	You and I	time
Great King Rat	You Take My Breath Away	time
Great King Rat	You're My Best Friend	time
Keep Yourself Alive	Lazing on a Sunday Afternoon	time
Keep Yourself Alive	Let Me Entertain You	time
Keep Yourself Alive	Liar	time
Keep Yourself Alive	Lily of the Valley	time
Keep Yourself Alive	Misfire	time
Keep Yourself Alive	Seaside Rendezvous	time
Keep Yourself Alive	Son and Daughter	time
Keep Yourself Alive	Teo Torriatte (Let Us Cling Together)	time
Keep Yourself Alive	Tie Your Mother Down	time
Keep Yourself Alive	You and I	time
Keep Yourself Alive	You Take My Breath Away	time
Keep Yourself Alive	You're My Best Friend	time
Lazing on a Sunday Afternoon	Let Me Entertain You	time
Lazing on a Sunday Afternoon	Liar	time
Lazing on a Sunday Afternoon	Lily of the Valley	time
Lazing on a Sunday Afternoon	Misfire	time
Lazing on a Sunday Afternoon	Seaside Rendezvous	time
Lazing on a Sunday Afternoon	Son and Daughter	time
Lazing on a Sunday Afternoon	Teo Torriatte (Let Us Cling Together)	time
Lazing on a Sunday Afternoon	Tie Your Mother Down	time
Lazing on a Sunday Afternoon	You and I	time
Lazing on a Sunday Afternoon	You Take My Breath Away	time
Lazing on a Sunday Afternoon	You're My Best Friend	time
Let Me Entertain You	Liar	time
Let Me Entertain You	Lily of the Valley	time
Let Me Entertain You	Misfire	time
Let Me Entertain You	Seaside Rendezvous	time
Let Me Entertain You	Son and Daughter	time
Let Me Entertain You	Teo Torriatte (Let Us Cling Together)	time
Let Me Entertain You	Tie Your Mother Down	time
Let Me Entertain You	You and I	time
Let Me Entertain You	You Take My Breath Away	time
Let Me Entertain You	You're My Best Friend	time
Liar	Lily of the Valley	time
Liar	Misfire	time
Liar	Seaside Rendezvous	time
Liar	Son and Daughter	time
