from	to	value
Hey Stephen	Starlight	talking
Hey Stephen	The Best Day	talking
Starlight	The Best Day	talking
I Did Something Bad	The Way I Loved You	talks
Everything Has Changed (Ft. Ed Sheeran)	Paper Rings	tall
Everything Has Changed (Ft. Ed Sheeran)	Wildest Dreams	tall
Paper Rings	Wildest Dreams	tall
Soon You'll Get Better (Ft. The Chicks)	Wildest Dreams	tangled
​cardigan	Dress	tattoo
I Forgot That You Existed	​illicit affairs	taught
Come Back... Be Here	New Year's Day	taxi
...Ready for It?	22	taylor
...Ready for It?	Begin Again	taylor
...Ready for It?	Look What You Made Me Do	taylor
22	Begin Again	taylor
22	Look What You Made Me Do	taylor
Begin Again	Look What You Made Me Do	taylor
London Boy	​seven	tea
All Too Well	End Game (Ft. Ed Sheeran & Future)	team
All Too Well	Fifteen	team
All Too Well	ME! (Ft. Brendon Urie)	team
All Too Well	Miss Americana & The Heartbreak Prince	team
End Game (Ft. Ed Sheeran & Future)	Fifteen	team
End Game (Ft. Ed Sheeran & Future)	ME! (Ft. Brendon Urie)	team
End Game (Ft. Ed Sheeran & Future)	Miss Americana & The Heartbreak Prince	team
Fifteen	ME! (Ft. Brendon Urie)	team
Fifteen	Miss Americana & The Heartbreak Prince	team
ME! (Ft. Brendon Urie)	Miss Americana & The Heartbreak Prince	team
​my tears ricochet	The Moment I Knew	tears
All Too Well	​cardigan	tee
All Too Well	We Are Never Ever Getting Back Together	telling
Afterglow	Fifteen	tells
Clean	Fifteen	ten
Clean	Starlight	ten
Fifteen	Starlight	ten
Death by a Thousand Cuts	​exile (Ft. Bon Iver)	thin
​august	Getaway Car	thinkin
All Too Well	Bad Blood	thinking
All Too Well	Begin Again	thinking
All Too Well	​betty	thinking
All Too Well	Fifteen	thinking
All Too Well	I Forgot That You Existed	thinking
All Too Well	I Wish You Would	thinking
All Too Well	Out of the Woods	thinking
All Too Well	Starlight	thinking
All Too Well	Style	thinking
All Too Well	You Belong with Me	thinking
All Too Well	You're Not Sorry	thinking
Bad Blood	Begin Again	thinking
Bad Blood	​betty	thinking
Bad Blood	Fifteen	thinking
Bad Blood	I Forgot That You Existed	thinking
Bad Blood	I Wish You Would	thinking
Bad Blood	Out of the Woods	thinking
Bad Blood	Starlight	thinking
Bad Blood	Style	thinking
Bad Blood	You Belong with Me	thinking
Bad Blood	You're Not Sorry	thinking
Begin Again	​betty	thinking
Begin Again	Fifteen	thinking
Begin Again	I Forgot That You Existed	thinking
Begin Again	I Wish You Would	thinking
Begin Again	Out of the Woods	thinking
Begin Again	Starlight	thinking
Begin Again	Style	thinking
Begin Again	You Belong with Me	thinking
Begin Again	You're Not Sorry	thinking
​betty	Fifteen	thinking
​betty	I Forgot That You Existed	thinking
​betty	I Wish You Would	thinking
​betty	Out of the Woods	thinking
​betty	Starlight	thinking
​betty	Style	thinking
​betty	You Belong with Me	thinking
​betty	You're Not Sorry	thinking
Fifteen	I Forgot That You Existed	thinking
Fifteen	I Wish You Would	thinking
Fifteen	Out of the Woods	thinking
Fifteen	Starlight	thinking
Fifteen	Style	thinking
Fifteen	You Belong with Me	thinking
Fifteen	You're Not Sorry	thinking
I Forgot That You Existed	I Wish You Would	thinking
I Forgot That You Existed	Out of the Woods	thinking
I Forgot That You Existed	Starlight	thinking
I Forgot That You Existed	Style	thinking
I Forgot That You Existed	You Belong with Me	thinking
I Forgot That You Existed	You're Not Sorry	thinking
I Wish You Would	Out of the Woods	thinking
I Wish You Would	Starlight	thinking
I Wish You Would	Style	thinking
I Wish You Would	You Belong with Me	thinking
I Wish You Would	You're Not Sorry	thinking
Out of the Woods	Starlight	thinking
Out of the Woods	Style	thinking
Out of the Woods	You Belong with Me	thinking
Out of the Woods	You're Not Sorry	thinking
Starlight	Style	thinking
Starlight	You Belong with Me	thinking
Starlight	You're Not Sorry	thinking
Style	You Belong with Me	thinking
Style	You're Not Sorry	thinking
You Belong with Me	You're Not Sorry	thinking
Blank Space	Call It What You Want	thorns
Blank Space	Miss Americana & The Heartbreak Prince	thorns
Call It What You Want	Miss Americana & The Heartbreak Prince	thorns
Daylight	Look What You Made Me Do	threw
Daylight	Stay Stay Stay	threw
Look What You Made Me Do	Stay Stay Stay	threw
Begin Again	Change	throw
Begin Again	I Did Something Bad	throw
Begin Again	​my tears ricochet	throw
Change	I Did Something Bad	throw
Change	​my tears ricochet	throw
I Did Something Bad	​my tears ricochet	throw
I Forgot That You Existed	Love Story	throwing
I Forgot That You Existed	This is Why We Can’t Have Nice Things	throwing
Love Story	This is Why We Can’t Have Nice Things	throwing
Dancing with Our Hands Tied	I Forgot That You Existed	tied
Dancing with Our Hands Tied	​invisible string	tied
I Forgot That You Existed	​invisible string	tied
Style	The Best Day	tight
Afterglow	All Too Well	til
Afterglow	Fearless	til
Afterglow	I Forgot That You Existed	til
Afterglow	I Knew You Were Trouble.	til
Afterglow	Lover	til
Afterglow	​mad woman	til
Afterglow	​my tears ricochet	til
Afterglow	State of Grace	til
Afterglow	The Best Day	til
Afterglow	Treacherous	til
All Too Well	Fearless	til
All Too Well	I Forgot That You Existed	til
All Too Well	I Knew You Were Trouble.	til
All Too Well	Lover	til
All Too Well	​mad woman	til
All Too Well	​my tears ricochet	til
All Too Well	State of Grace	til
All Too Well	The Best Day	til
All Too Well	Treacherous	til
Fearless	I Forgot That You Existed	til
Fearless	I Knew You Were Trouble.	til
Fearless	Lover	til
Fearless	​mad woman	til
Fearless	​my tears ricochet	til
Fearless	State of Grace	til
Fearless	The Best Day	til
Fearless	Treacherous	til
I Forgot That You Existed	I Knew You Were Trouble.	til
I Forgot That You Existed	Lover	til
I Forgot That You Existed	​mad woman	til
I Forgot That You Existed	​my tears ricochet	til
I Forgot That You Existed	State of Grace	til
I Forgot That You Existed	The Best Day	til
I Forgot That You Existed	Treacherous	til
I Knew You Were Trouble.	Lover	til
I Knew You Were Trouble.	​mad woman	til
I Knew You Were Trouble.	​my tears ricochet	til
I Knew You Were Trouble.	State of Grace	til
I Knew You Were Trouble.	The Best Day	til
I Knew You Were Trouble.	Treacherous	til
Lover	​mad woman	til
Lover	​my tears ricochet	til
Lover	State of Grace	til
Lover	The Best Day	til
Lover	Treacherous	til
​mad woman	​my tears ricochet	til
​mad woman	State of Grace	til
​mad woman	The Best Day	til
​mad woman	Treacherous	til
​my tears ricochet	State of Grace	til
​my tears ricochet	The Best Day	til
​my tears ricochet	Treacherous	til
State of Grace	The Best Day	til
State of Grace	Treacherous	til
The Best Day	Treacherous	til
...Ready for It?	22	time
...Ready for It?	All Too Well	time
...Ready for It?	Bad Blood	time
...Ready for It?	Begin Again	time
...Ready for It?	​betty	time
...Ready for It?	Blank Space	time
...Ready for It?	Breathe (Ft. Colbie Caillat)	time
...Ready for It?	Call It What You Want	time
...Ready for It?	​cardigan	time
...Ready for It?	Change	time
...Ready for It?	Cornelia Street	time
...Ready for It?	Dancing with Our Hands Tied	time
...Ready for It?	Death by a Thousand Cuts	time
...Ready for It?	Delicate	time
...Ready for It?	Don't Blame Me	time
...Ready for It?	Dress	time
...Ready for It?	Everything Has Changed (Ft. Ed Sheeran)	time
...Ready for It?	​exile (Ft. Bon Iver)	time
...Ready for It?	Fifteen	time
...Ready for It?	Forever & Always	time
...Ready for It?	Getaway Car	time
...Ready for It?	Holy Ground	time
...Ready for It?	I Almost Do	time
...Ready for It?	I Knew You Were Trouble.	time
...Ready for It?	I Know Places	time
...Ready for It?	​illicit affairs	time
...Ready for It?	​invisible string	time
...Ready for It?	London Boy	time
...Ready for It?	Look What You Made Me Do	time
...Ready for It?	​mad woman	time
...Ready for It?	Miss Americana & The Heartbreak Prince	time
...Ready for It?	Red	time
...Ready for It?	Sad Beautiful Tragic	time
...Ready for It?	​seven	time
...Ready for It?	Soon You'll Get Better (Ft. The Chicks)	time
...Ready for It?	State of Grace	time
...Ready for It?	Stay Stay Stay	time
...Ready for It?	Style	time
...Ready for It?	​the 1	time
...Ready for It?	​the last great american dynasty	time
...Ready for It?	The Last Time (Ft. Gary Lightbody)	time
...Ready for It?	The Lucky One	time
...Ready for It?	The Moment I Knew	time
...Ready for It?	​this is me trying	time
...Ready for It?	This Love	time
...Ready for It?	We Are Never Ever Getting Back Together	time
...Ready for It?	White Horse	time
...Ready for It?	You Belong with Me	time
...Ready for It?	You're Not Sorry	time
22	All Too Well	time
22	Bad Blood	time
22	Begin Again	time
22	​betty	time
22	Blank Space	time
22	Breathe (Ft. Colbie Caillat)	time
22	Call It What You Want	time
22	​cardigan	time
22	Change	time
22	Cornelia Street	time
22	Dancing with Our Hands Tied	time
22	Death by a Thousand Cuts	time
22	Delicate	time
22	Don't Blame Me	time
22	Dress	time
22	Everything Has Changed (Ft. Ed Sheeran)	time
22	​exile (Ft. Bon Iver)	time
22	Fifteen	time
22	Forever & Always	time
22	Getaway Car	time
22	Holy Ground	time
22	I Almost Do	time
22	I Knew You Were Trouble.	time
22	I Know Places	time
22	​illicit affairs	time
22	​invisible string	time
22	London Boy	time
22	Look What You Made Me Do	time
22	​mad woman	time
22	Miss Americana & The Heartbreak Prince	time
22	Red	time
22	Sad Beautiful Tragic	time
22	​seven	time
22	Soon You'll Get Better (Ft. The Chicks)	time
22	State of Grace	time
22	Stay Stay Stay	time
22	Style	time
22	​the 1	time
22	​the last great american dynasty	time
22	The Last Time (Ft. Gary Lightbody)	time
22	The Lucky One	time
22	The Moment I Knew	time
22	​this is me trying	time
22	This Love	time
22	We Are Never Ever Getting Back Together	time
22	White Horse	time
22	You Belong with Me	time
22	You're Not Sorry	time
All Too Well	Bad Blood	time
All Too Well	Begin Again	time
All Too Well	​betty	time
All Too Well	Blank Space	time
All Too Well	Breathe (Ft. Colbie Caillat)	time
All Too Well	Call It What You Want	time
All Too Well	​cardigan	time
All Too Well	Change	time
All Too Well	Cornelia Street	time
All Too Well	Dancing with Our Hands Tied	time
All Too Well	Death by a Thousand Cuts	time
All Too Well	Delicate	time
All Too Well	Don't Blame Me	time
All Too Well	Dress	time
All Too Well	Everything Has Changed (Ft. Ed Sheeran)	time
All Too Well	​exile (Ft. Bon Iver)	time
All Too Well	Fifteen	time
All Too Well	Forever & Always	time
All Too Well	Getaway Car	time
All Too Well	Holy Ground	time
All Too Well	I Almost Do	time
All Too Well	I Knew You Were Trouble.	time
All Too Well	I Know Places	time
All Too Well	​illicit affairs	time
All Too Well	​invisible string	time
All Too Well	London Boy	time
All Too Well	Look What You Made Me Do	time
All Too Well	​mad woman	time
All Too Well	Miss Americana & The Heartbreak Prince	time
All Too Well	Red	time
All Too Well	Sad Beautiful Tragic	time
All Too Well	​seven	time
All Too Well	Soon You'll Get Better (Ft. The Chicks)	time
All Too Well	State of Grace	time
All Too Well	Stay Stay Stay	time
All Too Well	Style	time
All Too Well	​the 1	time
All Too Well	​the last great american dynasty	time
All Too Well	The Last Time (Ft. Gary Lightbody)	time
All Too Well	The Lucky One	time
All Too Well	The Moment I Knew	time
All Too Well	​this is me trying	time
All Too Well	This Love	time
All Too Well	We Are Never Ever Getting Back Together	time
All Too Well	White Horse	time
All Too Well	You Belong with Me	time
All Too Well	You're Not Sorry	time
Bad Blood	Begin Again	time
Bad Blood	​betty	time
Bad Blood	Blank Space	time
Bad Blood	Breathe (Ft. Colbie Caillat)	time
Bad Blood	Call It What You Want	time
Bad Blood	​cardigan	time
Bad Blood	Change	time
Bad Blood	Cornelia Street	time
Bad Blood	Dancing with Our Hands Tied	time
Bad Blood	Death by a Thousand Cuts	time
Bad Blood	Delicate	time
Bad Blood	Don't Blame Me	time
Bad Blood	Dress	time
Bad Blood	Everything Has Changed (Ft. Ed Sheeran)	time
Bad Blood	​exile (Ft. Bon Iver)	time
Bad Blood	Fifteen	time
Bad Blood	Forever & Always	time
Bad Blood	Getaway Car	time
Bad Blood	Holy Ground	time
Bad Blood	I Almost Do	time
Bad Blood	I Knew You Were Trouble.	time
Bad Blood	I Know Places	time
Bad Blood	​illicit affairs	time
Bad Blood	​invisible string	time
Bad Blood	London Boy	time
Bad Blood	Look What You Made Me Do	time
Bad Blood	​mad woman	time
Bad Blood	Miss Americana & The Heartbreak Prince	time
Bad Blood	Red	time
Bad Blood	Sad Beautiful Tragic	time
Bad Blood	​seven	time
Bad Blood	Soon You'll Get Better (Ft. The Chicks)	time
Bad Blood	State of Grace	time
Bad Blood	Stay Stay Stay	time
Bad Blood	Style	time
Bad Blood	​the 1	time
Bad Blood	​the last great american dynasty	time
Bad Blood	The Last Time (Ft. Gary Lightbody)	time
Bad Blood	The Lucky One	time
Bad Blood	The Moment I Knew	time
Bad Blood	​this is me trying	time
Bad Blood	This Love	time
Bad Blood	We Are Never Ever Getting Back Together	time
Bad Blood	White Horse	time
Bad Blood	You Belong with Me	time
Bad Blood	You're Not Sorry	time
Begin Again	​betty	time
Begin Again	Blank Space	time
Begin Again	Breathe (Ft. Colbie Caillat)	time
Begin Again	Call It What You Want	time
Begin Again	​cardigan	time
Begin Again	Change	time
Begin Again	Cornelia Street	time
Begin Again	Dancing with Our Hands Tied	time
Begin Again	Death by a Thousand Cuts	time
Begin Again	Delicate	time
Begin Again	Don't Blame Me	time
Begin Again	Dress	time
Begin Again	Everything Has Changed (Ft. Ed Sheeran)	time
Begin Again	​exile (Ft. Bon Iver)	time
Begin Again	Fifteen	time
Begin Again	Forever & Always	time
Begin Again	Getaway Car	time
Begin Again	Holy Ground	time
Begin Again	I Almost Do	time
Begin Again	I Knew You Were Trouble.	time
Begin Again	I Know Places	time
Begin Again	​illicit affairs	time
Begin Again	​invisible string	time
Begin Again	London Boy	time
Begin Again	Look What You Made Me Do	time
Begin Again	​mad woman	time
Begin Again	Miss Americana & The Heartbreak Prince	time
Begin Again	Red	time
Begin Again	Sad Beautiful Tragic	time
Begin Again	​seven	time
Begin Again	Soon You'll Get Better (Ft. The Chicks)	time
Begin Again	State of Grace	time
Begin Again	Stay Stay Stay	time
Begin Again	Style	time
Begin Again	​the 1	time
Begin Again	​the last great american dynasty	time
Begin Again	The Last Time (Ft. Gary Lightbody)	time
Begin Again	The Lucky One	time
Begin Again	The Moment I Knew	time
Begin Again	​this is me trying	time
Begin Again	This Love	time
Begin Again	We Are Never Ever Getting Back Together	time
Begin Again	White Horse	time
Begin Again	You Belong with Me	time
Begin Again	You're Not Sorry	time
​betty	Blank Space	time
​betty	Breathe (Ft. Colbie Caillat)	time
​betty	Call It What You Want	time
​betty	​cardigan	time
​betty	Change	time
​betty	Cornelia Street	time
​betty	Dancing with Our Hands Tied	time
​betty	Death by a Thousand Cuts	time
​betty	Delicate	time
​betty	Don't Blame Me	time
​betty	Dress	time
​betty	Everything Has Changed (Ft. Ed Sheeran)	time
​betty	​exile (Ft. Bon Iver)	time
​betty	Fifteen	time
​betty	Forever & Always	time
​betty	Getaway Car	time
​betty	Holy Ground	time
​betty	I Almost Do	time
​betty	I Knew You Were Trouble.	time
​betty	I Know Places	time
​betty	​illicit affairs	time
​betty	​invisible string	time
​betty	London Boy	time
​betty	Look What You Made Me Do	time
​betty	​mad woman	time
​betty	Miss Americana & The Heartbreak Prince	time
​betty	Red	time
​betty	Sad Beautiful Tragic	time
​betty	​seven	time
​betty	Soon You'll Get Better (Ft. The Chicks)	time
​betty	State of Grace	time
​betty	Stay Stay Stay	time
​betty	Style	time
​betty	​the 1	time
​betty	​the last great american dynasty	time
​betty	The Last Time (Ft. Gary Lightbody)	time
​betty	The Lucky One	time
​betty	The Moment I Knew	time
​betty	​this is me trying	time
​betty	This Love	time
​betty	We Are Never Ever Getting Back Together	time
​betty	White Horse	time
​betty	You Belong with Me	time
​betty	You're Not Sorry	time
Blank Space	Breathe (Ft. Colbie Caillat)	time
Blank Space	Call It What You Want	time
Blank Space	​cardigan	time
Blank Space	Change	time
Blank Space	Cornelia Street	time
Blank Space	Dancing with Our Hands Tied	time
Blank Space	Death by a Thousand Cuts	time
Blank Space	Delicate	time
Blank Space	Don't Blame Me	time
Blank Space	Dress	time
Blank Space	Everything Has Changed (Ft. Ed Sheeran)	time
Blank Space	​exile (Ft. Bon Iver)	time
Blank Space	Fifteen	time
Blank Space	Forever & Always	time
Blank Space	Getaway Car	time
Blank Space	Holy Ground	time
Blank Space	I Almost Do	time
Blank Space	I Knew You Were Trouble.	time
Blank Space	I Know Places	time
Blank Space	​illicit affairs	time
Blank Space	​invisible string	time
Blank Space	London Boy	time
Blank Space	Look What You Made Me Do	time
Blank Space	​mad woman	time
Blank Space	Miss Americana & The Heartbreak Prince	time
Blank Space	Red	time
Blank Space	Sad Beautiful Tragic	time
Blank Space	​seven	time
Blank Space	Soon You'll Get Better (Ft. The Chicks)	time
Blank Space	State of Grace	time
Blank Space	Stay Stay Stay	time
Blank Space	Style	time
Blank Space	​the 1	time
Blank Space	​the last great american dynasty	time
Blank Space	The Last Time (Ft. Gary Lightbody)	time
Blank Space	The Lucky One	time
Blank Space	The Moment I Knew	time
Blank Space	​this is me trying	time
Blank Space	This Love	time
Blank Space	We Are Never Ever Getting Back Together	time
Blank Space	White Horse	time
Blank Space	You Belong with Me	time
Blank Space	You're Not Sorry	time
Breathe (Ft. Colbie Caillat)	Call It What You Want	time
Breathe (Ft. Colbie Caillat)	​cardigan	time
Breathe (Ft. Colbie Caillat)	Change	time
Breathe (Ft. Colbie Caillat)	Cornelia Street	time
Breathe (Ft. Colbie Caillat)	Dancing with Our Hands Tied	time
Breathe (Ft. Colbie Caillat)	Death by a Thousand Cuts	time
Breathe (Ft. Colbie Caillat)	Delicate	time
Breathe (Ft. Colbie Caillat)	Don't Blame Me	time
Breathe (Ft. Colbie Caillat)	Dress	time
Breathe (Ft. Colbie Caillat)	Everything Has Changed (Ft. Ed Sheeran)	time
Breathe (Ft. Colbie Caillat)	​exile (Ft. Bon Iver)	time
Breathe (Ft. Colbie Caillat)	Fifteen	time
Breathe (Ft. Colbie Caillat)	Forever & Always	time
Breathe (Ft. Colbie Caillat)	Getaway Car	time
Breathe (Ft. Colbie Caillat)	Holy Ground	time
Breathe (Ft. Colbie Caillat)	I Almost Do	time
Breathe (Ft. Colbie Caillat)	I Knew You Were Trouble.	time
Breathe (Ft. Colbie Caillat)	I Know Places	time
Breathe (Ft. Colbie Caillat)	​illicit affairs	time
Breathe (Ft. Colbie Caillat)	​invisible string	time
Breathe (Ft. Colbie Caillat)	London Boy	time
Breathe (Ft. Colbie Caillat)	Look What You Made Me Do	time
Breathe (Ft. Colbie Caillat)	​mad woman	time
Breathe (Ft. Colbie Caillat)	Miss Americana & The Heartbreak Prince	time
Breathe (Ft. Colbie Caillat)	Red	time
Breathe (Ft. Colbie Caillat)	Sad Beautiful Tragic	time
Breathe (Ft. Colbie Caillat)	​seven	time
Breathe (Ft. Colbie Caillat)	Soon You'll Get Better (Ft. The Chicks)	time
Breathe (Ft. Colbie Caillat)	State of Grace	time
Breathe (Ft. Colbie Caillat)	Stay Stay Stay	time
Breathe (Ft. Colbie Caillat)	Style	time
Breathe (Ft. Colbie Caillat)	​the 1	time
Breathe (Ft. Colbie Caillat)	​the last great american dynasty	time
Breathe (Ft. Colbie Caillat)	The Last Time (Ft. Gary Lightbody)	time
Breathe (Ft. Colbie Caillat)	The Lucky One	time
Breathe (Ft. Colbie Caillat)	The Moment I Knew	time
Breathe (Ft. Colbie Caillat)	​this is me trying	time
Breathe (Ft. Colbie Caillat)	This Love	time
Breathe (Ft. Colbie Caillat)	We Are Never Ever Getting Back Together	time
Breathe (Ft. Colbie Caillat)	White Horse	time
Breathe (Ft. Colbie Caillat)	You Belong with Me	time
Breathe (Ft. Colbie Caillat)	You're Not Sorry	time
Call It What You Want	​cardigan	time
Call It What You Want	Change	time
Call It What You Want	Cornelia Street	time
Call It What You Want	Dancing with Our Hands Tied	time
Call It What You Want	Death by a Thousand Cuts	time
Call It What You Want	Delicate	time
Call It What You Want	Don't Blame Me	time
Call It What You Want	Dress	time
Call It What You Want	Everything Has Changed (Ft. Ed Sheeran)	time
Call It What You Want	​exile (Ft. Bon Iver)	time
Call It What You Want	Fifteen	time
Call It What You Want	Forever & Always	time
Call It What You Want	Getaway Car	time
Call It What You Want	Holy Ground	time
Call It What You Want	I Almost Do	time
Call It What You Want	I Knew You Were Trouble.	time
Call It What You Want	I Know Places	time
Call It What You Want	​illicit affairs	time
Call It What You Want	​invisible string	time
Call It What You Want	London Boy	time
Call It What You Want	Look What You Made Me Do	time
Call It What You Want	​mad woman	time
Call It What You Want	Miss Americana & The Heartbreak Prince	time
Call It What You Want	Red	time
Call It What You Want	Sad Beautiful Tragic	time
Call It What You Want	​seven	time
Call It What You Want	Soon You'll Get Better (Ft. The Chicks)	time
Call It What You Want	State of Grace	time
Call It What You Want	Stay Stay Stay	time
Call It What You Want	Style	time
Call It What You Want	​the 1	time
Call It What You Want	​the last great american dynasty	time
Call It What You Want	The Last Time (Ft. Gary Lightbody)	time
Call It What You Want	The Lucky One	time
Call It What You Want	The Moment I Knew	time
Call It What You Want	​this is me trying	time
Call It What You Want	This Love	time
Call It What You Want	We Are Never Ever Getting Back Together	time
Call It What You Want	White Horse	time
Call It What You Want	You Belong with Me	time
Call It What You Want	You're Not Sorry	time
​cardigan	Change	time
​cardigan	Cornelia Street	time
​cardigan	Dancing with Our Hands Tied	time
​cardigan	Death by a Thousand Cuts	time
​cardigan	Delicate	time
​cardigan	Don't Blame Me	time
​cardigan	Dress	time
​cardigan	Everything Has Changed (Ft. Ed Sheeran)	time
​cardigan	​exile (Ft. Bon Iver)	time
​cardigan	Fifteen	time
​cardigan	Forever & Always	time
​cardigan	Getaway Car	time
​cardigan	Holy Ground	time
​cardigan	I Almost Do	time
​cardigan	I Knew You Were Trouble.	time
​cardigan	I Know Places	time
​cardigan	​illicit affairs	time
​cardigan	​invisible string	time
​cardigan	London Boy	time
​cardigan	Look What You Made Me Do	time
​cardigan	​mad woman	time
​cardigan	Miss Americana & The Heartbreak Prince	time
​cardigan	Red	time
​cardigan	Sad Beautiful Tragic	time
​cardigan	​seven	time
​cardigan	Soon You'll Get Better (Ft. The Chicks)	time
​cardigan	State of Grace	time
​cardigan	Stay Stay Stay	time
​cardigan	Style	time
​cardigan	​the 1	time
​cardigan	​the last great american dynasty	time
​cardigan	The Last Time (Ft. Gary Lightbody)	time
​cardigan	The Lucky One	time
​cardigan	The Moment I Knew	time
​cardigan	​this is me trying	time
​cardigan	This Love	time
​cardigan	We Are Never Ever Getting Back Together	time
​cardigan	White Horse	time
​cardigan	You Belong with Me	time
​cardigan	You're Not Sorry	time
Change	Cornelia Street	time
Change	Dancing with Our Hands Tied	time
Change	Death by a Thousand Cuts	time
Change	Delicate	time
Change	Don't Blame Me	time
Change	Dress	time
Change	Everything Has Changed (Ft. Ed Sheeran)	time
Change	​exile (Ft. Bon Iver)	time
Change	Fifteen	time
Change	Forever & Always	time
Change	Getaway Car	time
Change	Holy Ground	time
Change	I Almost Do	time
Change	I Knew You Were Trouble.	time
Change	I Know Places	time
Change	​illicit affairs	time
Change	​invisible string	time
Change	London Boy	time
Change	Look What You Made Me Do	time
Change	​mad woman	time
Change	Miss Americana & The Heartbreak Prince	time
Change	Red	time
Change	Sad Beautiful Tragic	time
Change	​seven	time
Change	Soon You'll Get Better (Ft. The Chicks)	time
Change	State of Grace	time
Change	Stay Stay Stay	time
Change	Style	time
Change	​the 1	time
Change	​the last great american dynasty	time
Change	The Last Time (Ft. Gary Lightbody)	time
Change	The Lucky One	time
Change	The Moment I Knew	time
Change	​this is me trying	time
Change	This Love	time
Change	We Are Never Ever Getting Back Together	time
Change	White Horse	time
Change	You Belong with Me	time
Change	You're Not Sorry	time
Cornelia Street	Dancing with Our Hands Tied	time
Cornelia Street	Death by a Thousand Cuts	time
Cornelia Street	Delicate	time
Cornelia Street	Don't Blame Me	time
Cornelia Street	Dress	time
Cornelia Street	Everything Has Changed (Ft. Ed Sheeran)	time
Cornelia Street	​exile (Ft. Bon Iver)	time
Cornelia Street	Fifteen	time
Cornelia Street	Forever & Always	time
Cornelia Street	Getaway Car	time
Cornelia Street	Holy Ground	time
Cornelia Street	I Almost Do	time
Cornelia Street	I Knew You Were Trouble.	time
Cornelia Street	I Know Places	time
Cornelia Street	​illicit affairs	time
Cornelia Street	​invisible string	time
Cornelia Street	London Boy	time
Cornelia Street	Look What You Made Me Do	time
Cornelia Street	​mad woman	time
Cornelia Street	Miss Americana & The Heartbreak Prince	time
Cornelia Street	Red	time
Cornelia Street	Sad Beautiful Tragic	time
Cornelia Street	​seven	time
Cornelia Street	Soon You'll Get Better (Ft. The Chicks)	time
Cornelia Street	State of Grace	time
Cornelia Street	Stay Stay Stay	time
Cornelia Street	Style	time
Cornelia Street	​the 1	time
Cornelia Street	​the last great american dynasty	time
Cornelia Street	The Last Time (Ft. Gary Lightbody)	time
Cornelia Street	The Lucky One	time
Cornelia Street	The Moment I Knew	time
Cornelia Street	​this is me trying	time
Cornelia Street	This Love	time
Cornelia Street	We Are Never Ever Getting Back Together	time
Cornelia Street	White Horse	time
Cornelia Street	You Belong with Me	time
Cornelia Street	You're Not Sorry	time
Dancing with Our Hands Tied	Death by a Thousand Cuts	time
Dancing with Our Hands Tied	Delicate	time
Dancing with Our Hands Tied	Don't Blame Me	time
Dancing with Our Hands Tied	Dress	time
Dancing with Our Hands Tied	Everything Has Changed (Ft. Ed Sheeran)	time
Dancing with Our Hands Tied	​exile (Ft. Bon Iver)	time
Dancing with Our Hands Tied	Fifteen	time
Dancing with Our Hands Tied	Forever & Always	time
Dancing with Our Hands Tied	Getaway Car	time
Dancing with Our Hands Tied	Holy Ground	time
Dancing with Our Hands Tied	I Almost Do	time
Dancing with Our Hands Tied	I Knew You Were Trouble.	time
Dancing with Our Hands Tied	I Know Places	time
Dancing with Our Hands Tied	​illicit affairs	time
Dancing with Our Hands Tied	​invisible string	time
Dancing with Our Hands Tied	London Boy	time
Dancing with Our Hands Tied	Look What You Made Me Do	time
Dancing with Our Hands Tied	​mad woman	time
Dancing with Our Hands Tied	Miss Americana & The Heartbreak Prince	time
Dancing with Our Hands Tied	Red	time
Dancing with Our Hands Tied	Sad Beautiful Tragic	time
Dancing with Our Hands Tied	​seven	time
Dancing with Our Hands Tied	Soon You'll Get Better (Ft. The Chicks)	time
Dancing with Our Hands Tied	State of Grace	time
Dancing with Our Hands Tied	Stay Stay Stay	time
Dancing with Our Hands Tied	Style	time
Dancing with Our Hands Tied	​the 1	time
Dancing with Our Hands Tied	​the last great american dynasty	time
Dancing with Our Hands Tied	The Last Time (Ft. Gary Lightbody)	time
Dancing with Our Hands Tied	The Lucky One	time
Dancing with Our Hands Tied	The Moment I Knew	time
Dancing with Our Hands Tied	​this is me trying	time
Dancing with Our Hands Tied	This Love	time
Dancing with Our Hands Tied	We Are Never Ever Getting Back Together	time
Dancing with Our Hands Tied	White Horse	time
Dancing with Our Hands Tied	You Belong with Me	time
Dancing with Our Hands Tied	You're Not Sorry	time
Death by a Thousand Cuts	Delicate	time
Death by a Thousand Cuts	Don't Blame Me	time
Death by a Thousand Cuts	Dress	time
Death by a Thousand Cuts	Everything Has Changed (Ft. Ed Sheeran)	time
Death by a Thousand Cuts	​exile (Ft. Bon Iver)	time
Death by a Thousand Cuts	Fifteen	time
Death by a Thousand Cuts	Forever & Always	time
Death by a Thousand Cuts	Getaway Car	time
Death by a Thousand Cuts	Holy Ground	time
Death by a Thousand Cuts	I Almost Do	time
Death by a Thousand Cuts	I Knew You Were Trouble.	time
Death by a Thousand Cuts	I Know Places	time
Death by a Thousand Cuts	​illicit affairs	time
Death by a Thousand Cuts	​invisible string	time
Death by a Thousand Cuts	London Boy	time
Death by a Thousand Cuts	Look What You Made Me Do	time
Death by a Thousand Cuts	​mad woman	time
Death by a Thousand Cuts	Miss Americana & The Heartbreak Prince	time
Death by a Thousand Cuts	Red	time
